	Property Name	Property Location	Price	Property Info	Bedroom	Bathroom	Car Porch
1854	Hijauan Homes (Taman UKAY), Setapak	Setapak, Kuala Lumpur	RM 938,000(RM 360.77 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,600 sq. ft.	4	4	4
1855	FreeHold New Lauch 2 Storey Link House, Kepong	Kepong, Kuala Lumpur	RM 700,000(RM 317.32 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,206 sq. ft.  •  Unfurnished	4	4	2
1856	New Launching Freehold 2 Storey Link House, Damansara	Damansara, Kuala Lumpur	RM 700,000(RM 317.32 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,206 sq. ft.  •  Unfurnished	4	4	2
1857	New Launching Freehold 2 Storey Link House, Damansara	Damansara, Kuala Lumpur	RM 700,000(RM 317.32 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,206 sq. ft.  •  Unfurnished	4	4	2
1858	Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,138,632(RM 1797.06 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 2,303 sq. ft.  •  Partly furnished	3+2	5	3
1859	Terasek, Bangsar	Bangsar, Kuala Lumpur	RM 1,990,000(RM 947.62 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,100 sq. ft.  •  Partly furnished	4	3	2
1860	REED LAKE FIELDS / LAKEFIELDS SG BESI KL, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 1,350,000(RM 419.78 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 3,216 sq. ft.  •  Partly furnished	4+1	6	3
1861	Grove Lakefields Sungai Besi KL, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 2,880,000(RM 485.99 per sq. ft.)	Semi-detached House  •  Built-up : 5,926 sq. ft.  •  Partly furnished	5	6	9
1862	Sunway Palazzio, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,800,000(RM 896.23 per sq. ft.)	Condominium | Intermediate  •  Built-up : 4,240 sq. ft.  •  Fully furnished	4+1	5	4
1863	Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 4,200,000(RM 3349.28 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,254 sq. ft.  •  Fully furnished	2	2	1
1864	Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 2,000,000(RM 2785.52 per sq. ft.)	Condominium | Intermediate  •  Built-up : 718 sq. ft.  •  Fully furnished	1	1	1
1865	Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 2,300,000(RM 1924.69 per sq. ft.)	Serviced Residence  •  Built-up : 1,195 sq. ft.  •  Partly furnished	2	2	2
1866	Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 730,000(RM 729.27 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished	3	2	2
1867	Four Seasons Place, KLCC	KLCC, Kuala Lumpur	RM 6,000,000(RM 2801.12 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,142 sq. ft.  •  Partly furnished	3+1	4	2
1868	Zenia Parkhomes, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,195,000(RM 914.58 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,400 sq. ft.  •  Partly furnished	3+1	4	3
1869	Four Seasons Place, KLCC	KLCC, Kuala Lumpur	RM 8,078,000(RM 2800 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,885 sq. ft.  •  Partly furnished	3+2	5	2
1870	Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 3,799,000(RM 1730.75 per sq. ft.)	Serviced Residence  •  Built-up : 2,195 sq. ft.  •  Partly furnished	3+1	4	2
1871	Vipod Residence, KLCC	KLCC, Kuala Lumpur	RM 1,490,000(RM 1241.67 per sq. ft.)	Serviced Residence  •  Built-up : 1,200 sq. ft.  •  Fully furnished	2	2	1
1872	Setia SKY Residences, KLCC	KLCC, Kuala Lumpur	RM 948,000(RM 722.01 per sq. ft.)	Serviced Residence  •  Built-up : 1,313 sq. ft.  •  Partly furnished	2+1	3	2
1873	The Sentral Residences, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,650,000(RM 1111.11 per sq. ft.)	Serviced Residence  •  Built-up : 1,485 sq. ft.  •  Fully furnished	2	3	1
1874	Four Seasons Place, KLCC	KLCC, Kuala Lumpur	RM 5,800,000(RM 2881.27 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,013 sq. ft.  •  Fully furnished	3+1	4	2
1875	Setia SKY Residences, KLCC	KLCC, Kuala Lumpur	RM 680,000(RM 842.63 per sq. ft.)	Serviced Residence  •  Built-up : 807 sq. ft.  •  Fully furnished	1	2	1
1876	Arcoris Soho, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 939,000(RM 1039.87 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 903 sq. ft.  •  Fully furnished	2	2	None
1877	Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,730,000(RM 837.77 per sq. ft.)	Condominium  •  Built-up : 2,065 sq. ft.	4+1	4	2
1878	Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,450,000(RM 904.55 per sq. ft.)	Condominium  •  Built-up : 1,603 sq. ft.	3+1	4	2
1879	Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,550,000(RM 921.91 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,766 sq. ft.  •  Partly furnished	4+1	5	3
1880	11 Mont Kiara @ MK11, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,880,000(RM 772.33 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,729 sq. ft.  •  Partly furnished	5+1	5	3
1881	The Oval, KLCC	KLCC, Kuala Lumpur	RM 3,498,000(RM 897.61 per sq. ft.)	Serviced Residence  •  Built-up : 3,897 sq. ft.  •  Partly furnished	3+1	4	2
1882	Vipod Residence, KLCC	KLCC, Kuala Lumpur	RM 1,489,999(RM 1147.04 per sq. ft.)	Serviced Residence  •  Built-up : 1,299 sq. ft.  •  Fully furnished	2+1	3	1
1883	Seri Beringin, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,800,000(RM 1271.03 per sq. ft.)	Semi-detached House  •  Built-up : 5,350 sq. ft.  •  Partly furnished	5+1	7	3
1884	Adora Courtyard Terrace, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,600,000(RM 1036.27 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 2,509 sq. ft.  •  Partly furnished	4+1	4	2
1885	Tropicana The Residences, KLCC	KLCC, Kuala Lumpur	RM 1,499,999(RM 2027.03 per sq. ft.)	Serviced Residence  •  Built-up : 740 sq. ft.  •  Fully furnished	1	1	1
1886	Nadia Parkhomes, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,590,000(RM 925 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 2,800 sq. ft.  •  Partly furnished	4+1	4	3
1887	Parkview Service Apartment, Kuala Lumpur City Center, City Centre	City Centre, Kuala Lumpur	RM 1,630,000(RM 996.33 per sq. ft.)	Serviced Residence | Penthouse  •  Built-up : 1,636 sq. ft.  •  Partly furnished	3	2	None
1888	Adora Courtyard Terraces, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,350,000(RM 944.91 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 2,487 sq. ft.  •  Partly furnished	4+1	4	2
1889	Taman Bukit Cheras, Cheras	Cheras, Kuala Lumpur	RM 1,130,000(RM 256.82 per sq. ft.)	Townhouse  •  Built-up : 4,400 sq. ft.  •  Fully furnished	5	4	2
1890	Citizen 2, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 580,000(RM 656.85 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 883 sq. ft.  •  Unfurnished	3	2	2
1891	Duta Tropika, Dutamas, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,500,000(RM 833.33 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 4,200 sq. ft.  •  Partly furnished	5	6	None
1892	Duta Nusantara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 4,200,000(RM 1050 per sq. ft.)	Semi-detached House  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	5	6
1893	TR Residence, Titiwangsa	Titiwangsa, Kuala Lumpur	RM 670,000(RM 788.24 per sq. ft.)	Serviced Residence  •  Built-up : 850 sq. ft.	3	3	1
1894	Taman Tun Dr Ismail, TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 2,500,000(RM 833.33 per sq. ft.)	2.5-sty Terrace/Link House | End lot  •  Built-up : 3,000 sq. ft.	5+2	4	None
1895	Taman Tun Dr Ismail, TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,850,000(RM 770.83 per sq. ft.)	2-sty Terrace/Link House | End lot  •  Built-up : 2,400 sq. ft.	4	3	None
1896	Taman Tun Dr Ismail, TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,680,000(RM 700 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,400 sq. ft.	4	3	None
1897	Henna Residence  @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 360,000(RM 522.5 per sq. ft.)	Serviced Residence  •  Built-up : 689 sq. ft.  •  Partly furnished	2	2	1
1898	Altris Residences @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 365,000(RM 565.02 per sq. ft.)	Serviced Residence | Duplex  •  Built-up : 646 sq. ft.	2	2	1
1899	JRK Convena, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 448,000(RM 609.52 per sq. ft.)	Serviced Residence  •  Built-up : 735 sq. ft.  •  Partly furnished	2	2	1
1900	M Vertica, Taman Maluri, Cheras	Cheras, Kuala Lumpur	RM 565,800(RM 665.65 per sq. ft.)	Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Partly furnished	3	2	2
1901	Sky Suites @ KLCC, KLCC	KLCC, Kuala Lumpur	RM 1,000,000(RM 1123.6 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 890 sq. ft.  •  Partly furnished	3	2	None
1902	Stonor 3, KLCC	KLCC, Kuala Lumpur	RM 1,230,000(RM 1408.93 per sq. ft.)	Condominium | Corner lot  •  Built-up : 873 sq. ft.  •  Partly furnished	2	2	1
1903	Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 13,000,000(RM 395.79 per sq. ft.)	Bungalow Land  •  Land area : 32,846 sq. ft.	None	None	None
1904	Platinum Lake PV 16, Taman Danau Kota, Setapak	Setapak, Kuala Lumpur	RM 520,000(RM 346.67 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,500 sq. ft.  •  Partly furnished	4	2	1
1905	Saville @ The Park, Pantai Hillpark, Pantai	Pantai, Kuala Lumpur	RM 760,000(RM 628.62 per sq. ft.)	Condominium  •  Built-up : 1,209 sq. ft.  •  Fully furnished	3	2	2
1906	Taman United, Old Klang Road, Kuchai Lama, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 3,250,000(RM 625 per sq. ft.)	Bungalow  •  Built-up : 5,200 sq. ft.  •  Partly furnished	6	5	5
1907	The Tropika, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 618,000(RM 844.26 per sq. ft.)	Serviced Residence  •  Built-up : 732 sq. ft.  •  Partly furnished	2	2	2
1908	The Binjai on the Park, KL City Centre, KLCC	KLCC, Kuala Lumpur	RM 3,800,000(RM 1688.89 per sq. ft.)	Condominium  •  Built-up : 2,250 sq. ft.  •  Partly furnished	3+1	4	2
1909	The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 760,000(RM 640.81 per sq. ft.)	Condominium  •  Built-up : 1,186 sq. ft.  •  Unfurnished	3	3	1
1910	The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 1,100,000(RM 762.3 per sq. ft.)	Condominium  •  Built-up : 1,443 sq. ft.  •  Fully furnished	3	3	4
1911	The Atrium, Ampang	Ampang, Kuala Lumpur	RM 638,100(RM 1022.6 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 624 sq. ft.  •  Unfurnished	2	1	1
1912	Park Seven, KLCC	KLCC, Kuala Lumpur	RM 4,300,000(RM 987.6 per sq. ft.)	Condominium  •  Built-up : 4,354 sq. ft.  •  Partly furnished	5+1	6	2
1913	Park Seven, KLCC	KLCC, Kuala Lumpur	RM 4,000,000(RM 1297.44 per sq. ft.)	Condominium  •  Built-up : 3,083 sq. ft.  •  Partly furnished	3+1	2	3
1914	Residensi Harmoni 2, Taman Bukit Prima Pelangi, Segambut	Segambut, Kuala Lumpur	RM 788,000(RM 556.5 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,416 sq. ft.  •  Partly furnished	3+1	3	2
1915	Zaaba, TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,380,000(RM 627.27 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	5	3	2
1916	Quadro Residences, KLCC	KLCC, Kuala Lumpur	RM 2,200,000(RM 1219.51 per sq. ft.)	Serviced Residence  •  Built-up : 1,804 sq. ft.  •  Fully furnished	3+1	4	2
1917	Kiaramas Sutera, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,150,000(RM 524.39 per sq. ft.)	Condominium | Corner lot  •  Built-up : 4,100 sq. ft.  •  Unfurnished	5+1	6	3
1918	Residensi Harmoni 2, Taman Bukit Prima Pelangi, Segambut	Segambut, Kuala Lumpur	RM 719,100(RM 506.41 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,420 sq. ft.  •  Unfurnished	3+1	3	2
1919	Mutiara Bukit Jalil, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,600,000(RM 444.44 per sq. ft.)	3-sty Terrace/Link House | End lot  •  Built-up : 3,600 sq. ft.  •  Partly furnished	5+1	6	None
1920	Bukit-jalil Golf  County Club, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 5,800,000(RM 889.57 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 6,520 sq. ft.  •  Unfurnished	8	6	3
1921	LeVenue, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1000 per sq. ft.)	Bungalow  •  Built-up : 3,600 sq. ft.	4+1	4	3
1922	The Fiddlewoodz @ KL Metropolis, Solaris Dutamas, Dutamas	Dutamas, Kuala Lumpur	RM 1,399,700(RM 948.31 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,476 sq. ft.  •  Partly furnished	4	3	3
1923	Dynasty Garden Condominium, Kuchai Entreprenuner Park, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 585,000(RM 395.27 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,480 sq. ft.  •  Fully furnished	3+1	2	3
1924	Zaaba, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,650,000(RM 825 per sq. ft.)	2-sty Terrace/Link House | End lot  •  Built-up : 2,000 sq. ft.  •  Partly furnished	4+1	1	3
1925	Cheras, Bandar Damai Perdana	Bandar Damai Perdana, Kuala Lumpur	RM 680,000(RM 340 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Fully furnished	4	3	2
1926	Desa Hill Villas, Desa Petaling	Desa Petaling, Kuala Lumpur	RM 2,900,000(RM 641.03 per sq. ft.)	Semi-detached House  •  Built-up : 4,524 sq. ft.  •  Unfurnished	4	5	4
1927	Kiara Park, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 900,000(RM 696.59 per sq. ft.)	Condominium  •  Built-up : 1,292 sq. ft.  •  Partly furnished	3	2	2
1928	TTDI Hills, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 7,880,000(RM 927.06 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 8,500 sq. ft.  •  Partly furnished	5+2	6	None
1929	Levenue Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,900,000(RM 1225 per sq. ft.)	Semi-detached House | Corner lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished	7+1	7	7
1930	Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,800,000(RM 1200 per sq. ft.)	Bungalow  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	5	None
1931	Kiara Park, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,200,000(RM 688.07 per sq. ft.)	Condominium | Duplex  •  Built-up : 1,744 sq. ft.  •  Partly furnished	4	3	2
1932	Ttdi, Taman Tun Dr Ismail, Taman Tun, Kuala Lumpur, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 2,580,000(RM 1001.55 per sq. ft.)	Semi-detached House  •  Built-up : 2,576 sq. ft.	4+1	3	None
1933	myHabitat, Kampung Datuk Keramat, KLCC	KLCC, Kuala Lumpur	RM 780,000(RM 787.88 per sq. ft.)	Serviced Residence | Duplex  •  Built-up : 990 sq. ft.  •  Partly furnished	2	2	1
1934	U-Thant Residence, Ampang Hilir	Ampang Hilir, Kuala Lumpur	RM 2,916,000(RM 769.6 per sq. ft.)	Condominium  •  Built-up : 3,789 sq. ft.	5+1	5	3
1935	Prime Guarded Bungalow TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 5,680,000(RM 1136 per sq. ft.)	Bungalow  •  Built-up : 5,000 sq. ft.  •  Partly furnished	5+2	5	None
1936	Medan Damansara, Damansara Heights, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 2,000,000(RM 952.38 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,100 sq. ft.  •  Partly furnished	3+1	3	None
1937	Mont Kiara Pelangi, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 598,000(RM 632.8 per sq. ft.)	Condominium  •  Built-up : 945 sq. ft.	1	1	1
1938	TTDI, Ttdi Hills, Taman Tun Dr Ismail,Kuala Lumpur, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 6,500,000(RM 1285.09 per sq. ft.)	Bungalow  •  Built-up : 5,058 sq. ft.  •  Partly furnished	6+2	8	None
1939	GenKL, Kuchai Lama	Kuchai Lama, Kuala Lumpur	RM 765,000(RM 654.41 per sq. ft.)	Condominium  •  Built-up : 1,169 sq. ft.  •  Partly furnished	3	2	2
1940	Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 4,980,000(RM 957.69 per sq. ft.)	Bungalow  •  Built-up : 5,200 sq. ft.  •  Partly furnished	6+1	6	4
1941	The Westside Two, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 884.09 per sq. ft.)	Condominium  •  Built-up : 1,527 sq. ft.  •  Partly furnished	3+1	3	2
1942	Altris Residences @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 365,000(RM 565.02 per sq. ft.)	Serviced Residence | Duplex  •  Built-up : 646 sq. ft.  •  Partly furnished	2	2	1
1943	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 980,000(RM 979.02 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished	2	2	2
1944	Henna Residence  @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 379,000(RM 550.07 per sq. ft.)	Serviced Residence  •  Built-up : 689 sq. ft.  •  Fully furnished	2	2	1
1945	Seksyen 2 Wangsa Maju Flat, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 218,000(RM 331.81 per sq. ft.)	Flat  •  Built-up : 657 sq. ft.  •  Partly furnished	2	1	None
1946	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 899.1 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.	2	2	2
1947	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 920,000(RM 841.72 per sq. ft.)	Condominium  •  Built-up : 1,093 sq. ft.	2	2	2
1948	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,380,000(RM 897.85 per sq. ft.)	Condominium  •  Built-up : 1,537 sq. ft.  •  Unfurnished	3	2	2
1949	Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,400,000(RM 965.02 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 2,487 sq. ft.  •  Partly furnished	4+1	4	2
1950	Platinum Lake PV 16, Taman Danau Kota, Setapak	Setapak, Kuala Lumpur	RM 480,000(RM 322.15 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,490 sq. ft.  •  Partly furnished	4	2	1
1951	Adiva Courtyard Terraces, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,800,000(RM 950.37 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 1,894 sq. ft.	3+1	3	2
1952	The Troika, KLCC	KLCC, Kuala Lumpur	RM 1,900,000(RM 846.33 per sq. ft.)	Condominium  •  Built-up : 2,245 sq. ft.  •  Partly furnished	3+1	3	2
1953	D' Mayang Condominium, Jalan Yap Kwan Seng, KLCC	KLCC, Kuala Lumpur	RM 1,500,000(RM 910.75 per sq. ft.)	Condominium | End lot  •  Built-up : 1,647 sq. ft.  •  Fully furnished	3+1	4	1
1954	3 Harmoni, Sunway SPK Damansara, Sunway SPK	Sunway SPK, Kuala Lumpur	RM 1,700,000(RM 607.14 per sq. ft.)	Townhouse | Corner lot  •  Built-up : 2,800 sq. ft.  •  Fully furnished	3+1	4	4
1955	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
1956	Kiara Hills, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,650,000(RM 737.37 per sq. ft.)	3.5-sty Terrace/Link House | Intermediate  •  Built-up : 4,950 sq. ft.  •  Partly furnished	5+1	6	None
1957	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 879.48 per sq. ft.)	Condominium  •  Built-up : 1,535 sq. ft.  •  Partly furnished	3+1	2	2
1958	Kiara Hills, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,650,000(RM 730 per sq. ft.)	3.5-sty Terrace/Link House | End lot  •  Built-up : 5,000 sq. ft.  •  Partly furnished	4+2	5	4
1959	Suasana Bukit Ceylon / Raja Chulan Residences, Bukit Ceylon, KL City	KL City, Kuala Lumpur	RM 1,270,000(RM 802.78 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,582 sq. ft.  •  Fully furnished	3	3	2
1960	Villa Flora, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 870,000(RM 590.23 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,474 sq. ft.  •  Partly furnished	3	2	1
1961	Villa Serene Kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,200,000(RM 592.59 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 5,400 sq. ft.  •  Unfurnished	5+1	6	5
1962	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,750,000(RM 745.95 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,346 sq. ft.  •  Partly furnished	4+1	5	4
1963	Astrum Ampang, Keramat	Keramat, Kuala Lumpur	RM 230,000(RM 821.43 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 280 sq. ft.  •  Partly furnished	Studio	1	None
1964	The Westside One, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,650,000(RM 890.93 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,852 sq. ft.  •  Partly furnished	3+1	3	4
1965	KM1 East, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,650,000(RM 816.43 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,021 sq. ft.  •  Fully furnished	3+1	4	3
1966	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,100,000(RM 857.37 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
1967	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,300,000(RM 734.36 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,132 sq. ft.  •  Partly furnished	5+1	6	4
1968	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,800,000(RM 776.2 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,319 sq. ft.  •  Partly furnished	4+2	4	4
